Text	Label
hhh había / un rana / un niño y un perro hhh eh / arrecostándose / eh / para la cama durante la noche hhh cuando estaban durmiendo la rana se escapó hhh de la jarra / en la habitación hhh del niño / hhh cuando / el perro y / el niño se despier= / depertaron hhh / ellos / empezaron / buscar la rana hhh / ellos / buscaron / la rana / en todo el bosque / hhh cerca de / los abejos hhh y / hhh el niño / se trepó / un / una piedra hhh / gritando hhh dónde esta la rana / eh de repente / había / un animal / y / el perro / y el niño se cayeron hhh en un lago / hhh ellos nadaron / del lago hhh y encontraron la rana con una familia de ranas hhh ellos / dejaron las ranas hhh y fueron a su casa	Lower_advanced
Chaplin está por la calle con un bebé en el regazo. Chaplin no quería el bebé y buscaba un lugar donde pudiera dejarlo pero el guadria estaba mirándolo para que él no dejase el bebé y se quedase con él. Chaplin dio el bebé a un hombre que encontró por la calle, el hombre no entendió lo que él estaba haciendo pero luego lo percibió y intentó correr hasta Chaplin pero el se huyó y se escondió del hombre. Este mismo hombre dejó el bebé en un carro donde estaba otro bebé y cuando la madre se acercó al carro se dio cuenta que además de su hijo estaba el bebé de Chaplin. Al final, Chaplin se quedó con el bebé después de leer un papelito que este niño tenía el su ropa.	Upper_advanced
Este fin de semana, yo visité Miami con mi novio, Danny. Él me invitó porque está trabajando en South Beach por quince días para el Expo Nacional de Autos, donde él representa Volkswagen. Ya que no le voy a ver hasta el fin de este mes, quise aprovecharme de la oportunidad de ver a South Beach y pasar un poco tiempo con mi amor. Yo nunca había visitado Miami, y me interesó porque a mí me encanta la playa, y porque me gusta cualquier oportunidad de hablar español. Además, el viernes fue el cumpleaños de mi novio, y le quise felicitar muy bien y festejar con él. Esta fue mi primera vez de viajar por avión sola, y me fue muy bien. Al llegar a Miami, tuve que tomar un taxi al hotel, porque queda trenta minutos del aeropuerto. Encontré una muchacha que iba al mismo hotel, y pudimos compartir. Ella fue muy amable; me dijo que trabaja con Cadillac y que ella conoció a su esposo en Miami. Estuve muy emocionada. Al llegar al hotel, lo primero que hice fue ir a la playa. Es muy bella y me gustó mucho el clima también. Pero tuve mucha hambre, entonces fui a buscar un café o un lugar donde almorzar. También tuve que comprar una bolsa para presentar el regalo a mi novio. Muy pronto, vi que en South Beach todo está cerca. Hay siete u ocho cuadras de tiendas y restaurantes a fuera de mi hotel. Hay mucha gente en la calle todo el tiempo. Cuando mi novio llegó del trabajo, le dio su regalo y nos preparamos para la noche. Encontramos un restaurante bonito en frente de la playa para cenar. Yo tomé un mojito bien rico y mi novio tomó una cerveza. Esa noche fuimos a un bar donde trabaja una compañera de Danny. Ella es muy amable y chistosa. Todos lo pasamos bien, especialmente mi novio. Estoy de veras muy contenta que pude visitarlo y pasar su cumpleaños juntos, porque nunca lo he perdido por cuatro años que lo he conocido. Este viaje nos ayudó porque a veces él tiene que viajar mucho con su trabajo y entonces lo extraño mucho. Durante el viaje, yo fui de compras mucho. Encontré una joyería peruana que tenía aretes interesantes por cinco dólares. Danny me regaló un par de aretes que vimos en la calle, donde un hombre cubano vende joyas en una mesa. Son mariposas y son muy lindos. Fuimos a comer muchas veces porque hay tantas restaurantes elegantes allí. Pero la parte mejor de todo el viaje fue la playa. Yo fui cada día a la playa, y Danny pudo acompañarme dos veces. A mí me encanta el mar y yo quisiera vivir cerca de la playa. En South Beach, el agua fue un poco frío, pero el viento está fresco y el sol está caliente. Yo podría quedarme allí por toda mi vida. Aunque estuve muy triste de irme, yo me lo pasé buenísimo y ahora estoy bronceada y feliz. Espero que yo pueda regresar el año próximo.	Lower_advanced
James Paul McCartney es un cantautor. Él que me gusta más es el cantautor. Junto a John Lennon, George Harrison y Ringo Starr, ganó fama mundial por ser el bajista de la banda de rock The Beatles, reconocida como la más popular e influyente en la historia de la música popular. McCartney ha sido reconocido como uno de los compositores y artistas más exitosos de todos los tiempos, con sesenta discos de oro y sobrepasando los 100 000 000 de álbumes y los 100 000 000 de sencillos vendidos tanto en su trabajo como solista como con The Beatles. Genius fabricante de la melodía de vez en la vida, la música se salió de Paul McCartney siempre escuchado ser fresco, que da alegría y emoción para nosotros.	Upper_beginner
hhh Charles Chaplin eh iba / hhh caminar en hhh la calle eh y entonces hhh eh hhh encon= lo encontró un bebé hhh en / la calle / eh en el tierra suelo hhh eh / eh luego hhh eh hhh / se hhh no se eh / luego hhh eh encontró un / mujer hhh eh este mujer tiene un hhh bebé eh / y entonces cuando hhh la mujer no hhh vi hhh eh porque estar en hhh o estar en otro lugar eh Charles hhh eh pone / eh / puse hhh un bebé en / eh el coche / de bebé hhh eh / si entonces hhh eh hhh Charles / caminaba y mujer hhh gritaba eh a Charles hhh y la policía / fui allí hhh y eh entonces hhh Charles / eh / coge hhh el bebé eh / y hhh eh / caminaba y hhh eh / eh Charles hhh di un bebé / a otra otra hhh hombre eh y entonces hhh ese hombre eh encontró hhh la misma mujer y hhh eh di la bebé hhh bebé otra vez eh hhh eh mujer hhh eh / si entonces eh hhh / eh / no recuerdo eh hhh / la mujer gri= gritó en otra vez / eh Charles y hhh eh hhh Charles hhh cojo coge / eh cojo hhh el bebé y / sentarse en hhh eh / la calle eh y / hhh eh / xxx hhh xxx / eh / para el bebé vida	Lower_intermediate
El video era sobre los viejos tiempos. El hombre bien vestido encontro un bebe junto a la basura. El selecto arriba el bebe y probado a encontrar un seguro el lugar a dejarlo. Despues de que el encontro una carta que la madre se fue porque ella ya no puede cuidar del bebe. El hombre decidio quedarse con el bebe y cuidar de lo. i do not know what else to write. i already did my best with the previous sentences i wrote.	Upper_beginner
"En el vídeo, vemos a un hombre que está fumando. Durante los primeros segundos, diferentes cosas están cayendo sobre este hombre. De repente, ve a un bebé que está dejado. El hombre busca los padres, pero no ve a nadie. De repente, ve a una mujer con un cochecito infantil y piensa que esta mujer es la madre del bebé abandonado. Sin embargo, la mujer se pone muy enfadada porque no es su niño. Chaplin quiere también dejar al bebé, pero un agente aparece y tiene que cargar el niño. Luego, otro hombre aparece y Chaplin finge que tiene que anudar sus cordones de sus zapatos, da el bebé al hombre y tenta de huir. La mujer del principio descubre el niño otra vez en su cochecito infantil y da golpes a Chaplin. Además, el agente ve todo. Chaplin encuentra un papel donde está escrito ""ama y cuida a este huérfano"" y se siente probablemente un poco culpable."	Lower_advanced
"El año pasado fui a Inglaterra para conocer a mi amiga por primera vez. Durante el tiempo que me quedé con ella y su familia, viajé a muchos lugares. Por ejemplo, mi amiga Louise, su madre Debbie y yo fuimos a Stonehenge, que estaba construido hace más de 5000 años. Yo lo había visto sólo en fotos, por eso me encantó verlo en persona. Las piedras fueron a lo menos treinta pies en altura. También, fui a Londres durante el día más caluroso del año, donde mi amiga y yo desayunamos por el Thames en el parte de la ciudad que se llama el Sur Banco. Caminamos por el Parque de St. James, que está muy cerca del Palacio de Buckingham donde vimos los soldados marchando hacia y atrás. Me interesaba mucho ver Big Ben y las casas de Parliamente porque, como Stonehenge, sólo he visto en fotos. Ser turista, yo le pedí a mi amiga tomar una foto de mi por uno de los cajas rojas de teléfonos. Otro día decidimos a ir al cátedral de Winchester, donde una parte de la película ""el codigo de da Vinci"" estaba filmado. Estoy religiosa y voy a iglesia, pero mi iglesia en los estados unidos fue tanta pequeño comparada áquella. Me encantaron las ventanas de cristal de colores distintos y el silencio que inundadó el lugar. Había mucha gente tomando fotos de las sculpturas, incluso yo. Lo que me interesó fue las piedras debajo mis pies porque había inscripciones de personas famosas que habían muerta y que habían enterrada debajo. Había tan paz en el cátedral y la madre de mi amiga me dijó que cuando ella había venido allí hace pocos años antes, la tranquilidad y la felicidad le ha causado llorar como ahora. En el piso segundo, una guía nos dijó sobre la libreria allí. Durante los año 1300, un fuego quemó todo y todos los libros fueron destruidos. La universidad muy cerca le regaló nuevos libros, la mayoría de que están escrito en español, francesa, y latín. En un aula adjecente, otra guía nos dijó sobre el obispo que decidió escribir la Biblia de nuevo en latín, y la vimos y todas las páginas escritas en esa lenguaje. Cuando traté leer las palabras latínas, pude entender algunas pero no aprendía mucho durante mi clase en la escuela secundaria. Fui a otros lugares, pero era el tiempo que pasé con mi amiga que me agradecía. Hablábamos sobre la poesía (somos poetas) y los temas que usamos en nuestros trabajos. También nos reímos y lloramos sobre los tiempos que hablábamos por el internet sobre las personas que nos hicieron daño y cómo estabamos más fuertes a causa de nuestros problemas. Cuando tuve que volver a los Estados Unidos, era difícil para decir adiós a mi amiga y su familia porque durante ese tiempo breve, ellos había vuelto en mi familia segunda. A causa de mi experiencia sobresaliente, ¡viajé a Inglaterra de nuevo este año pasado¡ Verdaderamente es un país que nunca pierde su misterio o su belleza."	Upper_advanced
Yo tengo muchos planes para el futuro de mi vida y hay muchas cosas que yo quiero ser. El mundo tiene muchas oportunidades y cosas divertidas y interesas. Muchos de mis planes son sobre mi trabajo de futuro. Ahora, estoy en la universidad y yo estoy estudiando inglés y literatura. Me gusta escribir mucho. Cuándo estoy completado con mis estudias de inglés y literatura, yo quiero ser un journalísmo o posiblemente un escritor. Ahora, no estoy seguro pero me gustan los dos. En el futuro tambien, yo quiero viajar a muchas paises y lugares. Viajando es algo favorito de mi y si estoy un journalismo, posiblemente podía viajar el mundo. También mi pasatiempo favorito es tocar música. Puedo tocar muchos instrumentos y en el futuro, espero que estoy en una banda. El situation mejor del futuro, sería ser un journalísmo y tambien tocar musica en mi tiempo libre. El futuro tiene muchos possibilidades para mi y estoy excitado para lo.	Lower_intermediate
En este pequeno video de Charlie Chaplin, se trata de un vagabundo, Charlo, que encuentra un bebe en la calle. Al principio el recoge el bebe y ya vee una senora paseando par alli con su bebe. Intenta darle el bebe, como piensa que es suyo, pero ella se niega y esta muy enfadada de todo esto. Muy pronto comprende que no puede ayudarlo y va a quedarlo al mismo sitio, donde lo encontro. En este momento un policia paso por alli y lo vio, asi que no pude quedarlo. Luego encuentra otro vagabundo y en una manera muy lista le queda con el bebe, y el de su parte lo deja con el otro nino de la senora, y corre alejandose de alli. La senora que estaba enfadada antes, ahora se fastidia. Creyo que se trata de un nuevo esfuerzo de Charlo, de quitar el bebe y lo golpea con su paraguas. De nuevo el policia pasa por ahi y Charlo no se atreve de niegar. Otra vez se queda con el bebe en los brazos. Exactamente en este momento descubre una noticia en la ropa del bebe: Por favor, ame y cuide de ese bebe huerfano. Asi que decidi quedarse con el hijo y criarlo como si fuera lo suyo.	Lower_advanced
Cada dia represent otra oportunidad de mejorar nuestro caracter y aprender de nuestros errores. Nunca paramos de aprender del mundo y la variedad de personas y culturas. Quisa es la variedad de culturas que nos inspira ser mejor y tener exito en el futuro. Para el futuro quisiera yo tener una carrera que sostiene mi familia pero me trae placer. Un ejemplo de una carrera que me interesa seria ser una maestra. Siempre me ha encantado inspirar a otros y guiar nuestra generacion hacia un futuro mejor.Tambien quisiera ser una entrenadora en un gynasio. La mayoria de los americanos estan sobre peso y esto eventualmente causa problemas en su salud y en su vida. Yo quisiera tener alguna influencia en la vida de otros ayudandolos incorporar ejercisio en su vida y una dieta apropiada. Otra meta que quisira lograr seria tener una familia con la qual pienso compartir los momentos mas preciosas en la vida. Tener hijos es un privilejio y cambia la perspectative de uno totalmente. Ojala yo pudiera criar a mis hijos con la pasicencia y ternura que me han demostrado mis padres.En el futuro cuando yo decide ser una madre yo tomare esa responsabilidad con mucho carino y dedicacion.Addicionalmente yo quisiera aprender otro idioma ademas que el ingles y el espanol. Hoy en dia con la economia revuelta y las oportunidades de empleo reduciendose cada dia mas y mas, una persona que puede hablar tres idiomas asegura su lugar la sociedad. Las demandas de la sociedad estan creando mucho estres en las personas y es importante ser una persona con mucha estabilidad en su vida y mentalmente. En el futuro espero ser una persona que pueda combatir las preciones de cada dia. Mis padres siempre me han dicho que lo mas importante en la vida es poner el maximo esfuerzo en cualquier cosa que ago y estoy dispuesta hacer eso para lograr cualquier meta que quiero alcanzar. Despues que yo realizo estos suenos yo podra dejar mis huellas en el mundo. Todo el mundo quierre tener un efecto positivo en la sociedad, y empezando por uno mismo, nosotros podramos influir a otros para cambiar el mundo. No se puede lograr con solamente una persona, pero si se puede iniziar con la idea e inspiracion de todos.	Lower_advanced
"Creo que las parejas gay tienen el derecho de casarse y adoptar niños sin duda. La habilidad de un padre o un madre para criarlos sus niños no está afectada por sus preferencias sexuales. Tengo muchos amigos homosexuales que serían padres excelentes si quisieran adoptar hijos. El derecho a casarse, también, no debe ser algo que otra gente puede decidir para personas que no sabe. Para sumar todo, la problema aquí es que vivimos en un mundo donde hay mucha intolerancia sin razones racionales. ¿Qué hace un padre bueno? ¿Depende en su intelegencia? ¿Depende en su edad, el color de pelo, el tamaño de sus brazos? Obviamente, estas cosas no tienen nada que constituye un buen padre. Lo mismo concepto aplica a la preferencia sexual. Esta preferencia no constituye su carácter ni su habilidad amar efectivamente. La habilidad a ser un padre excelente depende solamente en el tipo de persona que es un hombre especifico. Si un hombre es homosexual pero es muy inteligente, amable y responsable, el argumento que no sería un buen padre es lo mismo que un argumento contra una persona gorda que dice que el tamaño de su estomago significa que no sería buen padre. Lo mismo aplica, en una manera, al argumento contra los homosexuales a casarse. Si una persona le ama a otra, no hay ningún razón que debe pervenir su unión. Todas las razones que he oido de mis amigos y los políticos en la tele son razones personales porque ellos creen que la homosexualidad es inmoral o contra de su religión. Sin embargo, ningunas de estas razones son razones que aplican a la estructura de la sociedad ni el gobierno ni la qualidad de la vida. solamente son razones fundidas en prejudicia y un odio ciego de personas que son diferentes, que no mezclan bien con lo que consideran ""normal"". Entonces, yo lo defino una buena mezcla de la sociedad en el eclecticismo. La terma ""normal"" significa a yo que estamos comfortables con las diferencias humanas, y que reconocemos lo que es más importante en la vida: la tolerancia. Hay problemas serias con el mundo. El terrorismo, la violencia domestica y los horrores de la guerra son ejemplos. Necesitamos tenerla en cuenta la idea que no podemos cambiar todo el mundo que es injusto, pero tenemos siempre el poder a cambiar lo que existe en nuestras corazones y mentes y aceptar las diferencias humanas que existen en el mundo para diversificar la vida y mostrarnos como es la bellisima de la vida."	Lower_advanced
La película trata sobre el momento en que tener un hijo era muy complicado, donde la remuneración era baja y las condiciones de vida eran muy pocas, afortunadamente hoy en día ya no vemos estas situaciones. Pero con nuestra sociedade ainda se ven algunos casos a unos meses trás, pudemos ver un caso semelhante em que lá madre quedó sua niño en la vasura eres una verguensaa. Bien mas lá nuestra sociedade eres asi	Upper_intermediate
Hola, mi nombre es Vince. La región donde vivar es Georgia. La región esta grande y está realmente caliente. Vivo en la ciudad de Atlanta. Voy al colegio en la ciudad y lo está muy ocupado. Georgia está en la parte meridional de los Estados Unidos de América. Muchas personas viven y trabajan aquí. En el tiempo del verano que lo está muy caliente y los inviernos son generalmente templados.	Upper_beginner
Vivo en Smyrna, Georgia. Soy de Jamaica pero viví en Georgia para seis años ahora. Georgia y Jamaica son muy diferentes pero me gustan los dos mucho. Me gusta la region donde yo vivo porque es cerca de la universidad que yo asisto, la escuela de mi hermano y el trabajo de mi madre. Hay muchas cosas que puedo hacer en Smyrna. El centro mercado es muy cerca de mi casa y yo lo visto mucho. Hay muchas departamentos, un teatro, un supermercado, y muchas restaurantes tambien. Trabajo en el restaurante Copelands que es en el mismo calle de mi casa. Los fnes de la semana, me gusta vistar The Market Village in el centro de la ciudad. Aquí hay más restaurantes y departamentos, y un heladería. Es muy bonita y muy popular. Smyrna es cerca del centro de Atlanta y los calles más importantes tambien. Hay muchas actividades para los menores y para la familia. Hay parques donde los niños pueden jugar y hay parques divertidos como White Water, American Adventures, y Six Flags. Lo peor cosa sobre Georgia es que no hay muchas playas y me gusta la playa mucho. El otro cosa mal sobre Georgia es el tiempo porqué no me gusta el frío. En el verano es muy calor y en el invierno es muy frío. Un buen cosa sobre Smyrna es la ciudad es muy bonita y lo tiene mucho historia.	Lower_intermediate
